Date,GeoID,County,Area,Percentage_in_Poverty,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,Percent_Category
20200818,3.50E+10,Chaves,Roswell N.W.,0.16,3,71,5686,0.0125,3
20200818,3.50E+10,Dona Ana,Anthony Berino Chaparral,0.37,5,90,7256,0.0124,3
20200818,3.50E+10,Mckinley,SW,0.36,5,60,4849,0.0124,3
20200818,3.50E+10,Bernalillo,Central Tabo,0.25,4,76,6247,0.0122,3
20200818,3.51E+10,Valencia,SE,0.3,4,19,1575,0.0121,3
20200818,3.50E+10,Luna,,0.28,4,28,2327,0.012,3
20200818,3.50E+10,Santa Fe,Airport Road,0.17,3,68,5652,0.012,3
20200818,3.50E+10,Cibola,,0.27,4,49,4086,0.012,3
20200818,3.50E+10,Bernalillo,Lomas San Mateo,0.32,5,31,2613,0.0119,3
20200818,3.50E+10,Lea,,0.12,3,41,3490,0.0117,3
20200818,3.50E+10,Bernalillo,Southwest,0.15,3,120,10290,0.0117,3
20200818,3.50E+10,Lincoln,,0.18,3,77,6603,0.0117,3
20200818,3.50E+10,Lea,,0.14,3,57,4893,0.0116,3
20200818,3.50E+10,Roosevelt/Curry,,0.22,4,49,4223,0.0116,3
20200818,3.51E+10,Torrance,,0.29,4,76,6587,0.0115,3
20200818,3.50E+10,Bernalillo,Arenal Tapia,0.31,5,37,3236,0.0114,3
20200818,3.50E+10,Luna,,0.28,4,48,4240,0.0113,3
20200818,3.50E+10,San Juan,Northeast/Bloomfield,0.12,3,48,4261,0.0113,3
20200818,3.50E+10,Bernalillo,Central Tabo,0.32,5,71,6326,0.0112,3
20200818,3.50E+10,Curry,Clovis East,0.16,3,41,3656,0.0112,3
20200818,3.50E+10,Bernalillo,Central Penn,0.52,6,87,7787,0.0112,3
20200818,3.50E+10,Bernalillo,Gibson University,0.3,5,82,7414,0.0111,3
20200818,3.50E+10,Roosevelt,"Roosevelt County/Curry County, Other",0.3,5,51,4630,0.011,3
20200818,3.50E+10,Bernalillo,So. Ninetyeight,0.2,4,81,7425,0.0109,3
20200818,3.50E+10,San Juan,Farmington West/Kirtland/La Plata,0.23,4,24,2204,0.0109,3
20200818,3.50E+10,Bernalillo,Central Coors,0.37,5,91,8479,0.0107,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.39,5,20,1864,0.0107,3
20200818,3.50E+10,Bernalillo,So. Ninetyeight,0.18,3,81,7574,0.0107,3
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood & Downtown,0.08,2,3,282,0.0106,3
20200818,3.50E+10,Bernalillo,No. Ninetyeight,0.06,2,34,3200,0.0106,3
20200818,3.50E+10,Mckinley,SW,0.54,6,15,1414,0.0106,3
20200818,3.50E+10,Santa Fe,Agua Fria Village,0.19,3,32,3031,0.0106,3
20200818,3.50E+10,San Juan,Northeast/Bloomfield,0.27,4,40,3790,0.0106,3
20200818,3.50E+10,Chaves,Roswell S.E.,0.24,4,49,4721,0.0104,3
20200818,3.50E+10,Dona Ana,Northwest Las Cruces,0.22,4,64,6198,0.0103,3
20200818,3.51E+10,Valencia,NE,0.38,5,49,4755,0.0103,3
20200818,3.50E+10,Eddy,Carlsbad,0.26,4,50,4876,0.0103,3
20200818,3.50E+10,McKinley,Other,0.41,6,22,2158,0.0102,3
20200818,3.50E+10,Lea,Hobbs No.,0.05,1,40,3956,0.0101,3
20200818,3.50E+10,Lea,,0.25,4,39,3875,0.0101,3
20200818,3.50E+10,Bernalillo,Arenal Unser,0.25,4,75,7475,0.01,3
20200818,3.50E+10,Lea,,0.16,3,24,2403,0.01,3
20200818,3.50E+10,Chaves,Roswell S.E.,0.3,5,20,2023,0.0099,3
20200818,3.50E+10,Cibola,,0.21,4,29,2949,0.0098,3
20200818,3.50E+10,San Juan,North/Aztec,0.16,3,60,6107,0.0098,3
20200818,3.50E+10,Cibola,,0.22,4,29,2991,0.0097,3
20200818,3.50E+10,Bernalillo,Central Coors,0.25,4,88,9085,0.0097,3
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.24,4,26,2689,0.0097,3
20200818,3.50E+10,Dona Ana,Mesilla Picacho Mesilla Park,0.39,5,49,5084,0.0096,3
20200818,3.50E+10,Bernalillo,Chavez OneEighteenth,0.26,4,52,5409,0.0096,3
20200818,3.50E+10,Bernalillo,Comanche Carlysle,0.47,6,36,3745,0.0096,3
20200818,3.50E+10,Chaves,,0.17,3,37,3864,0.0096,3
20200818,3.51E+10,Valencia,Los Lunas,0.11,3,29,3030,0.0096,3
20200818,3.50E+10,Bernalillo,Irving Unser,0.06,2,26,2734,0.0095,3
20200818,3.50E+10,Lea,Hobbs No.,0.15,3,66,6955,0.0095,3
20200818,3.50E+10,Dona Ana,Sonoma Butterfield Moongate,0.18,3,147,15505,0.0095,3
20200818,3.50E+10,Lea,Hobbs No.,0.08,2,39,4115,0.0095,3
20200818,3.50E+10,Chaves,,0.34,5,58,6136,0.0095,3
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.17,3,48,5084,0.0094,3
20200818,3.50E+10,Dona Ana,Sonoma Butterfield Moongate,0.3,5,76,8124,0.0094,3
20200818,3.50E+10,Eddy,,0.08,2,52,5573,0.0093,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.16,3,53,5721,0.0093,3
20200818,3.50E+10,Bernalillo,Rio Bravo Second,0.27,4,47,5085,0.0092,3
20200818,3.50E+10,San Juan,North/Aztec,0.11,3,37,4074,0.0091,3
20200818,3.50E+10,Bernalillo,Isleta Gun Club,0.18,3,40,4457,0.009,3
20200818,3.50E+10,Bernalillo,Central Tabo,0.36,5,55,6162,0.0089,3
20200818,3.50E+10,Chaves,Roswell N.W.,0.08,2,42,4710,0.0089,3
20200818,3.50E+10,Hidalgo County/Grant County,,0.21,4,17,1909,0.0089,3
20200818,3.50E+10,Bernalillo,Arenal Tapia,0.34,5,46,5190,0.0089,3
20200818,3.50E+10,Bernalillo,Arenal Tapia,0.29,4,32,3619,0.0088,3
20200818,3.50E+10,Bernalillo,Alameda Edith,0.11,3,54,6206,0.0087,3
20200818,3.50E+10,Dona Ana,South Valley,0.17,3,26,2993,0.0087,3
20200818,3.50E+10,Dona Ana,Dona Ana Fort Selden,0.17,3,89,10372,0.0086,3
20200818,3.50E+10,Dona Ana,Dona Ana Fort Selden,0.24,4,63,7347,0.0086,3
20200818,3.50E+10,Luna,N/A,0.32,5,45,5255,0.0086,3
20200818,3.50E+10,Santa Fe,Airport Road,0.17,3,26,3038,0.0086,3
20200818,3.50E+10,Bernalillo,No. Ninetyeight,0.06,2,45,5270,0.0085,3
20200818,3.50E+10,Roosevelt County/Curry County,,0.06,2,38,4477,0.0085,3
20200818,3.50E+10,Lincoln,,0.12,3,51,6049,0.0084,3
20200818,3.50E+10,Luna,N/A,0.35,5,36,4273,0.0084,3
20200818,3.50E+10,Quay/DeBaca/Harding,,0.11,3,23,2749,0.0084,3
20200818,3.50E+10,Dona Ana,South Valley,0.24,4,26,3117,0.0083,3
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.1,3,14,1690,0.0083,3
20200818,3.50E+10,Bernalillo,Isleta Gun Club,0.21,4,47,5679,0.0083,3
20200818,3.50E+10,Bernalillo,Arenal Tapia,0.33,5,30,3628,0.0083,3
20200818,3.50E+10,Lea,,0.19,3,29,3525,0.0082,3
20200818,3.50E+10,Bernalillo,Irving Unser,0.07,2,30,3654,0.0082,3
20200818,3.50E+10,Bernalillo,Central Tabo,0.08,2,39,4784,0.0082,3
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.23,4,29,3601,0.0081,3
20200818,3.50E+10,Dona Ana,South Valley,0.21,4,14,1747,0.008,3
20200818,3.50E+10,Dona Ana,Las Alturas Talavera,0.28,4,36,4516,0.008,3
20200818,3.50E+10,Eddy,,0.16,3,19,2400,0.0079,3
20200818,3.50E+10,Sandoval,Other West,0.68,6,23,2921,0.0079,3
20200818,3.50E+10,Eddy,Carlsbad,0.12,3,46,5854,0.0079,3
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.04,1,33,4244,0.0078,3
20200818,3.50E+10,Dona Ana,University District,0.5,6,56,7212,0.0078,3
20200818,3.50E+10,Bernalillo,Alameda Edith,0.13,3,44,5669,0.0078,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.35,5,25,3223,0.0078,3
20200818,3.50E+10,Dona Ana,Northwest Las Cruces,0.38,5,39,5050,0.0077,3
20200818,3.50E+10,Bernalillo,Academy Tramway,0.13,3,35,4549,0.0077,3
20200818,3.50E+10,Curry,Clovis East,0.06,2,50,6499,0.0077,3
20200818,3.51E+10,Colfax/Union,,0.14,3,32,4163,0.0077,3
20200818,3.50E+10,Bernalillo,Central Coors,0.15,3,41,5341,0.0077,3
20200818,3.50E+10,Cibola,,0.22,4,25,3269,0.0076,3
20200818,3.50E+10,McKinley,,0.13,3,8,1049,0.0076,3
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.19,3,15,1967,0.0076,3
20200818,3.50E+10,Bernalillo,Lomas Girard,0.12,3,8,1052,0.0076,3
20200818,3.50E+10,Roosevelt/Curry,,0.15,3,32,4217,0.0076,3
20200818,3.50E+10,Bernalillo,Comanche Carlysle,0.22,4,25,3302,0.0076,3
20200818,3.50E+10,Sandoval,Bernalillo/Placitas,0.24,4,36,4766,0.0076,3
20200818,3.50E+10,Mora/Guadalupe/San Miguel East,,0.15,3,33,4381,0.0075,3
20200818,3.50E+10,Dona Ana,University District,0.35,5,48,6390,0.0075,3
20200818,3.50E+10,Chaves,,0.26,4,12,1604,0.0075,3
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.13,3,38,5087,0.0075,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.36,5,18,2419,0.0074,3
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.07,2,20,2694,0.0074,3
20200818,3.50E+10,Bernalillo,Montgomery Moon,0.11,3,40,5415,0.0074,3
20200818,3.50E+10,Chaves,Roswell N.W.,0.22,4,28,3791,0.0074,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.23,4,20,2708,0.0074,3
20200818,3.50E+10,Dona Ana,Central Las Cruces,0.31,5,23,3126,0.0074,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.14,3,25,3407,0.0073,3
20200818,3.50E+10,Bernalillo,No. Ninetyeight,0.3,5,32,4410,0.0073,3
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.1,2,72,9986,0.0072,3
20200818,3.51E+10,Valencia,NE,0.26,4,6,834,0.0072,3
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.23,4,26,3637,0.0071,3
20200818,3.50E+10,Bernalillo,Candelaria Second,0.19,3,21,2941,0.0071,3
20200818,3.50E+10,Sandoval,Bernalillo/Placitas,0.15,3,27,3785,0.0071,3
20200818,3.50E+10,Eddy,,0.24,4,50,7039,0.0071,3
20200818,3.50E+10,San Juan,North/Aztec,0.11,3,14,1974,0.0071,3
20200818,3.50E+10,San Juan,North/Aztec,0.16,3,9,1274,0.0071,3
20200818,3.50E+10,Chaves,Roswell S.E.,0.18,3,31,4392,0.0071,3
20200818,3.50E+10,Chaves,Roswell S.E.,0.21,4,27,3838,0.007,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.17,3,27,3857,0.007,3
20200818,3.50E+10,Bernalillo,Paseo Louisiana,0.12,3,45,6485,0.0069,3
20200818,3.50E+10,Bernalillo,Candelaria Second,0.2,4,28,4038,0.0069,3
20200818,3.50E+10,Sandoval,Rio Rancho West,0.12,3,39,5639,0.0069,3
20200818,3.51E+10,Valencia,West and Belen,0.23,4,14,2026,0.0069,3
20200818,3.50E+10,Bernalillo,Alameda Coors,0.07,2,46,6663,0.0069,3
20200818,3.50E+10,Bernalillo,No. Ninetyeight,0.07,2,46,6736,0.0068,3
20200818,3.50E+10,Dona Ana,Central Las Cruces,0.28,4,40,5871,0.0068,3
20200818,3.50E+10,Bernalillo,Southwest,0.27,4,17,2531,0.0067,3
20200818,3.50E+10,Bernalillo,No. Ninetyeight,0.13,3,43,6425,0.0067,3
20200818,3.50E+10,Bernalillo,Central Penn,0.44,6,41,6165,0.0067,3
20200818,3.50E+10,Bernalillo,Alameda Edith,0.06,2,43,6494,0.0066,3
20200818,3.50E+10,San Juan,South,0.09,2,13,1973,0.0066,3
20200818,3.50E+10,Bernalillo,Montgomery Moon,0.26,4,18,2737,0.0066,3
20200818,3.50E+10,San Juan,North/Aztec,0.22,4,29,4412,0.0066,3
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.22,4,47,7176,0.0065,3
20200818,3.50E+10,Bernalillo,Lomas Girard,0.18,3,39,6006,0.0065,3
20200818,3.50E+10,Chaves,,0.16,3,18,2787,0.0065,3
20200818,3.50E+10,Bernalillo,Montgomery Moon,0.16,3,15,2334,0.0064,3
20200818,3.50E+10,Eddy,,0.21,4,45,7064,0.0064,3
20200818,3.50E+10,Dona Ana,Northwest Las Cruces,0.22,4,26,4082,0.0064,3
20200818,3.50E+10,Bernalillo,Central Tabo,0.17,3,24,3769,0.0064,3
20200818,3.50E+10,Dona Ana,Dona Ana Fort Selden,0.16,3,42,6610,0.0064,3
20200818,3.50E+10,Sandoval,Rio Rancho So.,0.14,3,36,5670,0.0063,3
20200818,3.50E+10,Bernalillo,Comanche Carlysle,0.11,3,21,3314,0.0063,3
20200818,3.50E+10,Chaves,,0.18,3,19,2999,0.0063,3
20200818,3.50E+10,San Juan,Farmington North,0.08,2,27,4272,0.0063,3
20200818,3.50E+10,Dona Ana,Central Las Cruces,0.2,4,24,3802,0.0063,3
20200818,3.50E+10,Bernalillo,Montano Coors,0.09,2,12,1930,0.0062,3
20200818,3.50E+10,Bernalillo,Del Norte,0.03,1,46,7416,0.0062,3
20200818,3.51E+10,Valencia,Los Lunas,0.17,3,30,4842,0.0062,3
20200818,3.51E+10,Santa Fe,Pueblos Plus,0.33,5,20,3237,0.0062,3
20200818,3.50E+10,Bernalillo,Montano Rio Grande,0.09,2,32,5244,0.0061,3
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.03,1,45,7389,0.0061,3
20200818,3.51E+10,Valencia,Los Lunas,0.12,3,20,3286,0.0061,3
20200818,3.50E+10,Chaves,Roswell N.W.,0.24,4,39,6422,0.0061,3
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.05,1,17,2823,0.006,3
20200818,3.50E+10,Dona Ana,Las Alturas Talavera,0.13,3,27,4510,0.006,3
20200818,3.50E+10,Bernalillo,Montano Coors,0.18,3,22,3684,0.006,3
20200818,3.50E+10,Bernalillo,Alameda Coors,0.14,3,45,7592,0.0059,3
20200818,3.51E+10,Torrance,,0.23,4,18,3047,0.0059,3
20200818,3.50E+10,Dona Ana,Central Las Cruces,0.4,5,17,2880,0.0059,3
20200818,3.50E+10,Eddy,Carlsbad,0.09,2,28,4772,0.0059,3
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.07,2,31,5303,0.0058,3
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.08,2,31,5442,0.0057,3
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.08,2,17,2994,0.0057,3
20200818,3.50E+10,Military Bases,,0.04,1,23,4125,0.0056,3
20200818,3.50E+10,Bernalillo,Irving Unser,0.09,2,53,9539,0.0056,3
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.12,3,16,2887,0.0055,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.38,5,13,2348,0.0055,3
20200818,3.50E+10,Bernalillo,Montgomery Louisiana,0.27,4,11,1988,0.0055,3
20200818,3.50E+10,Roosevelt/Curry,,0.18,3,20,3615,0.0055,3
20200818,3.50E+10,Dona Ana,Hatch and Surrounding Area,0.06,2,34,6163,0.0055,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.11,3,28,5104,0.0055,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.14,3,7,1278,0.0055,3
20200818,3.50E+10,Chaves,Roswell S.E.,0.37,5,27,4930,0.0055,3
20200818,3.50E+10,Sandoval,Rio Rancho So.,0.14,3,23,4216,0.0055,3
20200818,3.50E+10,Bernalillo,Gibson University,0.31,5,14,2571,0.0054,3
20200818,3.50E+10,Bernalillo,Paseo Louisiana,0.11,3,31,5704,0.0054,3
20200818,3.50E+10,Bernalillo,Del Norte,0.16,3,28,5183,0.0054,3
20200818,3.50E+10,Lincoln,,0.17,3,13,2408,0.0054,3
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.16,3,8,1482,0.0054,3
20200818,3.50E+10,Lincoln,,0.18,3,15,2801,0.0054,3
20200818,3.50E+10,Santa Fe,South,0.26,4,13,2447,0.0053,3
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.02,1,26,4925,0.0053,3
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.37,5,19,3627,0.0052,3
20200818,3.50E+10,Bernalillo,Alameda Coors,0.17,3,41,7831,0.0052,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.23,4,19,3645,0.0052,3
20200818,3.50E+10,Santa Fe,Airport Road,0.25,4,5,961,0.0052,3
20200818,3.50E+10,Santa Fe,Agua Fria Village,0.09,2,28,5401,0.0052,3
20200818,3.50E+10,Santa Fe,Agua Fria Village,0.12,3,17,3289,0.0052,3
20200818,3.50E+10,Quay/DeBaca/Harding,,0.27,4,14,2716,0.0052,3
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.18,3,17,3304,0.0051,3
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.23,4,17,3334,0.0051,3
20200818,3.50E+10,Dona Ana,Central Las Cruces,0.28,4,15,2973,0.005,3
20200818,3.50E+10,Eddy,Carlsbad,0.1,2,19,3771,0.005,3
20200818,3.50E+10,Sandoval,Rio Rancho West,0.15,3,56,11130,0.005,3
20200818,3.50E+10,Chaves,Roswell N.W.,0.13,3,21,4186,0.005,3
20200818,3.50E+10,Luna,,0.24,4,29,5804,0.005,4
20200818,3.50E+10,Bernalillo,Lomas San Mateo,0.13,3,22,4430,0.005,4
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, So.",0.14,3,31,6268,0.0049,4
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.12,3,14,2839,0.0049,4
20200818,3.50E+10,Bernalillo,Irving Unser,0.1,2,19,3868,0.0049,4
20200818,3.50E+10,Dona Ana,Las Alturas Talavera,0.08,2,19,3870,0.0049,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.12,3,12,2447,0.0049,4
20200818,3.51E+10,Taos,Northwest,0.12,3,31,6350,0.0049,4
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.26,4,16,3278,0.0049,4
20200818,3.50E+10,Bernalillo,Lomas San Mateo,0.26,4,23,4734,0.0049,4
20200818,3.50E+10,Bernalillo,Montgomery Moon,0.1,2,12,2472,0.0049,4
20200818,3.50E+10,Bernalillo,Central Tabo,0.16,3,21,4329,0.0049,4
20200818,3.50E+10,Rio Arriba,North,0.26,4,17,3518,0.0048,4
20200818,3.50E+10,Eddy,Carlsbad,0.27,4,9,1866,0.0048,4
20200818,3.50E+10,Quay/DeBaca/Harding,,0.27,4,14,2903,0.0048,4
20200818,3.50E+10,Bernalillo,East Gateway,0.1,3,10,2095,0.0048,4
20200818,3.50E+10,Bernalillo,Irving Unser,0.15,3,17,3575,0.0048,4
20200818,3.51E+10,Valencia,NE,0.17,3,31,6537,0.0047,4
20200818,3.51E+10,Valencia,West and Belen,0.15,3,32,6768,0.0047,4
20200818,3.51E+10,Santa Fe,Pueblos Plus,0.13,3,16,3435,0.0047,4
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, So.",0.13,3,18,3867,0.0047,4
20200818,3.50E+10,Roosevelt/Curry,,0.2,3,15,3246,0.0046,4
20200818,3.50E+10,San Juan,West,0.4,6,12,2625,0.0046,4
20200818,3.50E+10,Bernalillo,Candelaria Second,0.2,4,25,5478,0.0046,4
20200818,3.51E+10,Taos,Downtown and High Road,0.17,3,35,7707,0.0045,4
20200818,3.50E+10,Sandoval,Rio Rancho West,0.14,3,22,4845,0.0045,4
20200818,3.50E+10,Sandoval,Rio Rancho West,0.18,3,27,5968,0.0045,4
20200818,3.50E+10,Bernalillo,Del Norte,0.08,2,17,3776,0.0045,4
20200818,3.50E+10,Santa Fe,South,0.1,2,6,1345,0.0045,4
20200818,3.50E+10,Bernalillo,Paseo Louisiana,0.11,3,21,4719,0.0045,4
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.16,3,21,4744,0.0044,4
20200818,3.50E+10,Sandoval,,0.26,4,9,2039,0.0044,4
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.06,2,41,9312,0.0044,4
20200818,3.50E+10,Bernalillo,Academy Tramway,0.05,1,8,1819,0.0044,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.06,2,8,1821,0.0044,4
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.07,2,7,1617,0.0043,4
20200818,3.51E+10,Valencia,Los Lunas,0.1,2,22,5088,0.0043,4
20200818,3.50E+10,Bernalillo,Del Norte,0.04,1,14,3245,0.0043,4
20200818,3.50E+10,Bernalillo,Alameda Coors,0.16,3,9,2090,0.0043,4
20200818,3.50E+10,Eddy,Carlsbad,0.08,2,26,6119,0.0042,4
20200818,3.50E+10,Dona Ana,Sonoma Butterfield Moongate,0.25,4,22,5287,0.0042,4
20200818,3.50E+10,Santa Fe,Opera Vicinity,0.09,2,12,2886,0.0042,4
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.13,3,12,2900,0.0041,4
20200818,3.51E+10,Valencia,SE,0.19,3,19,4597,0.0041,4
20200818,3.51E+10,Valencia,West and Belen,0.2,4,19,4602,0.0041,4
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.1,3,29,7027,0.0041,4
20200818,3.50E+10,Bernalillo,Lomas San Mateo,0.12,3,14,3450,0.0041,4
20200818,3.50E+10,Bernalillo,Lomas San Mateo,0.13,3,21,5186,0.004,4
20200818,3.50E+10,Dona Ana,Northwest Las Cruces,0.16,3,20,4969,0.004,4
20200818,3.50E+10,Bernalillo,Lomas Girard,0.29,4,20,5011,0.004,4
20200818,3.50E+10,Bernalillo,Montano Coors,0.16,3,10,2526,0.004,4
20200818,3.50E+10,Grant,Silver City,0.36,5,16,4046,0.004,4
20200818,3.51E+10,Taos,Downtown and High Road,0.22,4,24,6144,0.0039,4
20200818,3.50E+10,Bernalillo,Paseo Louisiana,0.08,2,13,3330,0.0039,4
20200818,3.50E+10,Sandoval,"Rio Rancho Blvd, So.",0.16,3,20,5133,0.0039,4
20200818,3.50E+10,Sandoval,Corrales,0.07,2,18,4625,0.0039,4
20200818,3.50E+10,Bernalillo,Irving Unser,0.04,1,20,5147,0.0039,4
20200818,3.50E+10,Bernalillo,Central Penn,0.27,4,17,4380,0.0039,4
20200818,3.50E+10,Hidalgo/Grant,,0.23,4,11,2845,0.0039,4
20200818,3.50E+10,Santa Fe,Airport Road,0.13,3,29,7510,0.0039,4
20200818,3.50E+10,Otero,Alamogordo N.E.,0.16,3,15,3895,0.0039,4
20200818,3.50E+10,Bernalillo,Montano Coors,0.05,1,20,5201,0.0038,4
20200818,3.50E+10,Dona Ana,Mesilla Picacho Mesilla Park,0.18,3,16,4189,0.0038,4
20200818,3.50E+10,San Juan,North/Aztec,0.04,1,13,3424,0.0038,4
20200818,3.50E+10,Sandoval,Corrales,0.03,1,16,4274,0.0037,4
20200818,3.50E+10,Eddy,Carlsbad,0.23,4,13,3539,0.0037,4
20200818,3.50E+10,Dona Ana,University District,0.64,6,16,4369,0.0037,4
20200818,3.51E+10,Taos,Downtown and High Road,0.25,4,7,1913,0.0037,4
20200818,3.50E+10,Bernalillo,East Gateway,0.07,2,22,6041,0.0036,4
20200818,3.51E+10,Sierra/Catron,,0.23,4,9,2482,0.0036,4
20200818,3.50E+10,Santa Fe,South,0.15,3,17,4714,0.0036,4
20200818,3.50E+10,Military Bases,,0.07,2,9,2520,0.0036,4
20200818,3.50E+10,Bernalillo,East Mountain,0.1,3,16,4539,0.0035,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.07,2,17,4839,0.0035,4
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.05,1,10,2852,0.0035,4
20200818,3.50E+10,San Juan,South,0.11,3,4,1143,0.0035,4
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.13,3,14,4046,0.0035,4
20200818,3.50E+10,Dona Ana,Mesilla Picacho Mesilla Park,0.13,3,10,2890,0.0035,4
20200818,3.51E+10,Valencia,NE,0.1,3,13,3789,0.0034,4
20200818,3.50E+10,Bernalillo,Gibson University,0.27,4,11,3210,0.0034,4
20200818,3.51E+10,Valencia,SE,0.13,3,22,6452,0.0034,4
20200818,3.50E+10,Bernalillo,Indian School Juan Tabo,0.05,2,10,2938,0.0034,4
20200818,3.50E+10,Bernalillo,Comanche Juan Tabo,0.2,3,11,3239,0.0034,4
20200818,3.51E+10,Santa Fe,Pueblos Plus,0.17,3,5,1475,0.0034,4
20200818,3.50E+10,Sandoval,Rio Rancho So.,0.05,1,29,8616,0.0034,4
20200818,3.50E+10,Bernalillo,Academy Tramway,0.04,1,8,2393,0.0033,4
20200818,3.50E+10,Otero,Alamogordo N.E.,0.09,2,11,3329,0.0033,4
20200818,3.50E+10,San Juan,South,0.29,4,6,1816,0.0033,4
20200818,3.50E+10,Otero,,0.17,3,9,2735,0.0033,4
20200818,3.50E+10,San Miguel,Las Vegas,0.35,5,14,4281,0.0033,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.15,3,7,2163,0.0032,4
20200818,3.50E+10,Bernalillo,Candelaria Second,0.19,3,16,4951,0.0032,4
20200818,3.50E+10,Otero,Alamogordo S.W.,0.23,4,17,5265,0.0032,4
20200818,3.50E+10,Bernalillo,Comanche Carlysle,0.24,4,9,2796,0.0032,4
20200818,3.50E+10,Bernalillo,Academy Tramway,0.04,1,9,2809,0.0032,4
20200818,3.50E+10,Santa Fe,East Foothills + Eldorado,0.04,1,10,3126,0.0032,4
20200818,3.51E+10,Torrance,,0.27,4,7,2207,0.0032,4
20200818,3.50E+10,San Juan,Northeast/Bloomfield,0.34,5,10,3153,0.0032,4
20200818,3.50E+10,Santa Fe,Bellamah/Stamm,0.11,3,8,2528,0.0032,4
20200818,3.51E+10,Sierra/Catron,,0.28,4,10,3167,0.0032,4
20200818,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.14,3,6,1924,0.0031,4
20200818,3.50E+10,Sandoval,Rio Rancho So.,0.1,2,20,6449,0.0031,4
20200818,3.50E+10,Grant,Silver City,0.26,4,20,6454,0.0031,4
20200818,3.50E+10,Bernalillo,Montano Rio Grande,0.12,3,9,2913,0.0031,4
20200818,3.50E+10,Rio Arriba,Espanola and Pueblos,0.28,4,19,6162,0.0031,4
20200818,3.50E+10,Bernalillo,Academy Tramway,0.02,1,19,6320,0.003,4
20200818,3.50E+10,San Miguel,Las Vegas,0.33,5,13,4351,0.003,4
20200818,3.50E+10,Bernalillo,Lomas Broadway,0.24,4,3,1039,0.0029,4
20200818,3.50E+10,Quay/DeBaca/Harding,,0.18,3,2,698,0.0029,4
20200818,3.50E+10,Bernalillo,Academy Tramway,0.15,3,14,4920,0.0028,4
20200818,3.51E+10,Valencia,West and Belen,0.23,4,14,4991,0.0028,4
20200818,3.50E+10,Bernalillo,Lomas Girard,0.46,6,8,2897,0.0028,4
20200818,3.51E+10,Valencia,West and Belen,0.17,3,7,2633,0.0027,4
